Organization Name,Organization Name URL,Contact Email,Website,Founders,Company Type
Hyperexponential,https://www.crunchbase.com/organization/hyperexponential,,https://www.hyperexponential.com,"Amrit Santhirasenan, Michael Johnson",For Profit
Miro,https://www.crunchbase.com/organization/mirohq,,https://miro.com,Andrey Khusid,For Profit
Orange,https://www.crunchbase.com/organization/orange,infos.groupe@orange.com,http://www.orange.com,Laetitia Gazel Anthoine,For Profit
Climate Transition Corporation,https://www.crunchbase.com/organization/climate-transition-corporation,,,"Danny Hayes, Godai Furusawa",For Profit
Masimo,https://www.crunchbase.com/organization/masimo,tech@masimo.com,http://www.masimo.com,Joe Kiani,For Profit
Essential AI,https://www.crunchbase.com/organization/essential-ai,,http://www.essential.ai,"Ashish Vaswani, Niki Parmar",For Profit
PerformYard,https://www.crunchbase.com/organization/performyard,info@performyard.com,https://performyard.com,"Ben Hastings, Jon Malpass",For Profit
Monzo,https://www.crunchbase.com/organization/monzo,hello@monzo.com,https://monzo.com/,"Gary Dolman, Jason Bates, Jonas Huckestein, Paul Rippon, Tom Blomfield",For Profit
Riot Games,https://www.crunchbase.com/organization/riot-games,iletisim@riotgames.com,http://www.riotgames.com,Brandon Beck,For Profit
Lemonade,https://www.crunchbase.com/organization/lemonade,help@lemonade.com,https://www.lemonade.com,"Daniel Schreiber, Shai Wininger, Thomas Zawacki",For Profit
FlutterFlow,https://www.crunchbase.com/organization/flutterflow,contact@flutterflow.io,https://flutterflow.io,"Abel Mengistu, Alex Greaves",For Profit
RayzeBio,https://www.crunchbase.com/organization/rayzebio,info@rayzebio.com,http://rayzebio.com/,"Aron Knickerbocker, Deborah Charych",For Profit
Hotmart,https://www.crunchbase.com/organization/hotmart,suporte@hotmart.com,https://www.hotmart.com/,"João Pedro Resende, Mateus Bicalho",For Profit
Cockroach Labs,https://www.crunchbase.com/organization/cockroach-labs,info@cockroachlabs.com,http://www.cockroachlabs.com/,"Benjamin Darnell, Peter Mattis, Spencer Kimball",For Profit
Tachyum,https://www.crunchbase.com/organization/tachyum,contact@tachyum.com,http://tachyum.com,"Carlos Virella, Igor Shevlyakov, Ken Wagner, Radoslav Danilak, Rodney Mullendore",For Profit
Hinge Health,https://www.crunchbase.com/organization/hinge-health,hello@hingehealth.com,http://hingehealth.com,"Daniel Perez, Gabriel Mecklenburg",For Profit
Groq,https://www.crunchbase.com/organization/groq,contact@groq.com,http://groq.com/,Jonathan Ross,For Profit
Bambee,https://www.crunchbase.com/organization/bambee,legal@bambee.com,https://www.bambee.com,Allan Jones,For Profit
xAI,https://www.crunchbase.com/organization/xai,,https://x.ai,,For Profit
ATAI Life Sciences,https://www.crunchbase.com/organization/atai-life-sciences-ag,info@atai.life,http://atai.life,"Christian Angermayer, Florian Brand, Lars Christian Wilde, Srinivas Rao",For Profit
Kashable,https://www.crunchbase.com/organization/kashable,info@kashable.com,https://kashable.com,"Einat Steklov, Rishi Kumar",For Profit
EigenLayer,https://www.crunchbase.com/organization/eigenlayer,,https://www.eigenlayer.xyz,Sreeram Kannan,For Profit
Pendo,https://www.crunchbase.com/organization/pendo-io,help@pendo.io,http://www.pendo.io,"Eric Boduch, Erik Troan, Rahul Jain, Todd Olson",For Profit
Teamworks,https://www.crunchbase.com/organization/teamworks,info@teamworks.com,http://www.teamworks.com,"Mitch Heath, Shaun Powell, Zachary Maurides",For Profit
PlayVS,https://www.crunchbase.com/organization/playvs,team@playvs.com,https://www.playvs.com,Delane Parnell,For Profit
Roku,https://www.crunchbase.com/organization/roku,,https://www.roku.com,Anthony Wood,For Profit
Strava,https://www.crunchbase.com/organization/strava,info@strava.com,http://www.strava.com,"Mark Gainey, Mark Shaw, Michael Horvath",For Profit
Main Street Capital,https://www.crunchbase.com/organization/main-street-capital,bsmith@mainstcapital.com,http://www.mainstcapital.com,Todd Reppert,For Profit
First Citizens Bank,https://www.crunchbase.com/organization/first-citizens-bank,Deanbridges99@gmail.com,http://www.firstcitizens.com,Allen K. Smith,For Profit
ArriVent Biopharma,https://www.crunchbase.com/organization/arrivent-biopharma,info@arrivent.com,https://arrivent.com/,"Bing Yao, Carlos Virella, Stuart Lutzker",For Profit
FanDuel,https://www.crunchbase.com/organization/fanduel,support@fanduel.com,http://www.fanduel.com,"Lesley Eccles, Nigel Eccles, Rob Jones, Tom Griffiths",For Profit
Campus,https://www.crunchbase.com/organization/campuswire,hello@campus.edu,http://campus.edu,Tade Oyerinde,For Profit
Accompany Health,https://www.crunchbase.com/organization/accompany-health,,https://accompanyhealth.com,,For Profit
Volvo Cars,https://www.crunchbase.com/organization/volvo-car-corporation,career@volvocars.com,http://www.volvocars.com/,,For Profit
Nielsen,https://www.crunchbase.com/organization/nielsen,,https://www.nielsen.com,Arthur Nielsen,For Profit
Recraft,https://www.crunchbase.com/organization/recraft,,https://recraft.ai,,For Profit
Rossum,https://www.crunchbase.com/organization/rossum,rossum@rossum.ai,http://rossum.ai,"Petr Baudis, Tomas Gogar, Tomas Tunys",For Profit
Biobot Analytics,https://www.crunchbase.com/organization/biobot-analytics,hello@biobot.io,http://www.biobot.io,"Mariana Matus, Newsha Ghaeli",For Profit
CloudTalk,https://www.crunchbase.com/organization/cloudtalk-io,hello@cloudtalk.io,https://www.cloudtalk.io/,"Martin Malych, Viktor Vanek",For Profit
Carvana,https://www.crunchbase.com/organization/carvana,customeradvocate@carvana.com,http://www.carvana.com,"Ben Huston, Ernie Garcia, Ilya Sutskever, James Hardesty, Ryan Keeton",For Profit
Writer,https://www.crunchbase.com/organization/writer,marketing@writer.com,http://writer.com,"May Habib, Waseem AlShikh",For Profit
FirstCry,https://www.crunchbase.com/organization/firstcry-com,customercare@firstcry.com,http://www.firstcry.com,"Amitava Saha, Prashant Jadhav, Sanskriti Hattimattur, Supam Maheshwari",For Profit
Workato,https://www.crunchbase.com/organization/workato,support@workato.com,http://www.workato.com,"Alexey Timanovskiy, Dimitris Kogias, Gautham Viswanathan, Harish Shetty, Vijay Tella",For Profit
Bread Financial,https://www.crunchbase.com/organization/bread-financial,,https://www.breadfinancial.com,,For Profit
Exact Sciences,https://www.crunchbase.com/organization/exact-sciences,,https://www.exactsciences.com,"Anthony P. Shuber, Noubar Afeyan, Stanley Lapidus",For Profit
Vaxcyte,https://www.crunchbase.com/organization/sutrovax,info@vaxcyte.com,http://www.vaxcyte.com,"Ash Khanna, Grant E. Pickering, Jeff Fairman",For Profit
C16 Biosciences,https://www.crunchbase.com/organization/c16-biosciences,website@c16bio.com,https://www.c16bio.com,"Carlos Virella, David Heller, Harry McNamara, Shara Ticku",For Profit
OPay,https://www.crunchbase.com/organization/opay-operapay,customerservice@opay-inc.com,https://opayweb.com,"Geir Ivarsoy, Lars Boilesen, Yahui Zhou",For Profit
Country Delight,https://www.crunchbase.com/organization/country-delight,info@countrydelight.in,https://countrydelight.in,"Chakradhar Gade, Nitin Kaushal",For Profit
Kin Insurance,https://www.crunchbase.com/organization/kin-insurance,support@kin.com,https://www.kin.com,"Lucas Ward, Sean Harper, Sebastian Villarreal, Stephen Wooten",For Profit
Mapbox,https://www.crunchbase.com/organization/mapbox,press@mapbox.com,http://www.mapbox.com,"Bonnie Bogle, Eric Gundersen, Will White, Young Hahn",For Profit
Booz Allen Hamilton,https://www.crunchbase.com/organization/booz-allen-hamilton,communications@bah.com,http://www.boozallen.com,"Carl L. Hamilton, Edwin G. Booz, James L. Allen",For Profit
Posco,https://www.crunchbase.com/organization/posco-2,helloposco@gmail.com,http://posco.com,Park Tae-Joon,For Profit
TrueLayer,https://www.crunchbase.com/organization/truelayer,hello@truelayer.com,https://truelayer.com,"Francesco Simoneschi, Luca Martinetti",For Profit
Investcorp,https://www.crunchbase.com/organization/investcorp-2,felamine@investcorp.com,http://www.investcorp.com/,Nemir A. Kirdar,For Profit
Polycam,https://www.crunchbase.com/organization/polycam,contact@polycam.ai,https://poly.cam,"Chris Heinrich, Elliott Spelman",For Profit
Cencora,https://www.crunchbase.com/organization/amerisourcebergen-corporation,taoffers@amerisourcebergen.com,http://www.cencora.com,Lucien Napoleon Brunswig,For Profit
CureBay,https://www.crunchbase.com/organization/curebay,,https://www.curebay.com,"Priyadarshi Mohapatra, Sanjay Swain, Shobhan Mahapatra",For Profit
Spire,https://www.crunchbase.com/organization/laclede-group,careers@spireenergy.com,https://www.spireenergy.com/,,For Profit
Fasal,https://www.crunchbase.com/organization/fasal,connect@wolkus.com,https://fasal.co,"Ananda Verma, Dhaval Chaudhary, Shailendra Tiwari, Shivang Kar, Vaibhav Singh Rajput",For Profit
Omada Health,https://www.crunchbase.com/organization/omada-health,hello@omadahealth.com,http://omadahealth.com,"Adrian James, Andrew DiMichele, Sean Duffy",For Profit
InCred,https://www.crunchbase.com/organization/incred,care@incred.com,http://www.incred.com,Bhupinder Singh,For Profit
dYdX,https://www.crunchbase.com/organization/dydx,contact@dydx.exchange,https://dydx.exchange/,Antonio Juliano,For Profit
anecdotes,https://www.crunchbase.com/organization/anecdotes,Hello@anecdotes.ai,https://www.anecdotes.ai/,"Eitan Adler, Roi Amior, Yair Kuznitsov",For Profit
Sure,https://www.crunchbase.com/organization/sure-inc,hello@sureapp.com,http://www.sureapp.com,"Jarod Kolman, Wayne Slavin",For Profit
MobiKwik,https://www.crunchbase.com/organization/mobikwik,ir@mobikwik.com,https://www.mobikwik.com,"Bipin Singh, Chandan Joshi, Upasana Taku",For Profit
rabbit,https://www.crunchbase.com/organization/rabbit-hmi,info@rabbit.tech,https://rabbit.tech,"Carlos Virella, Cheng Lu, Justin Oren",For Profit
Grail,https://www.crunchbase.com/organization/grail,pr@grail.com,https://www.grail.com,"Jeff Huber, Mostafa Ronaghi",For Profit
Amplitude,https://www.crunchbase.com/organization/amplitude,contact@amplitude.com,http://amplitude.com,"Curtis Liu, Jeffrey Wang, Spenser Skates",For Profit
Aclima,https://www.crunchbase.com/organization/aclima,hello@aclima.io,https://aclima.io,"Davida Herzl, Reuben Herzl",For Profit
OKX Ventures,https://www.crunchbase.com/organization/okx-ventures,ventures@okx.com,https://www.okx.com/ventures,Dora Yue,For Profit
Overmoon,https://www.crunchbase.com/organization/overmoon,,http://www.overmoon.com/,,For Profit
N26,https://www.crunchbase.com/organization/n26,hello@n26.com,https://n26.com,"Maximilian Tayenthal, Valentin Stalf",For Profit
Sumsub,https://www.crunchbase.com/organization/sum-substance,info@sumsub.com,https://sumsub.com,"Andrew Sever, Jacob Sever, Peter Sever, Vyacheslav Zholudev",For Profit
Beatdapp,https://www.crunchbase.com/organization/beatdapp,Team@beatdapp.com,https://beatdapp.com,"Andrew Batey, Morgan Hayduk, Pouria Assadipour",For Profit
inDrive,https://www.crunchbase.com/organization/indriver,support@indrive.com,http://www.indrive.com,Arsen Tomsky,For Profit
Intel,https://www.crunchbase.com/organization/intel,,http://www.intel.com,"Gordon Moore, Patrick Reilly, Robert Noyce",For Profit
Arch,https://www.crunchbase.com/organization/arch-7c76,info@arch.co,https://arch.co,"Jason Trigg, Joel Stein, Ryan Eisenman",For Profit
Andela,https://www.crunchbase.com/organization/andela,Info@Andela.com,https://andela.com,"Brice Steven Nkengsa, Christina Sass, Ian Carnevale, Iyinoluwa Aboyeji, Jeremy Johnson, Nadayar Enegesi",For Profit
Digital Onboarding,https://www.crunchbase.com/organization/salesbrief,sales@digitalonboarding.com,http://www.digitalonboarding.com,"Jonathan Crossman, Ted Brown",For Profit
GoCardless,https://www.crunchbase.com/organization/gocardless,help@gocardless.com,https://gocardless.com,"Hiroki Takeuchi, Matt Robinson, Tom Blomfield",For Profit
Dropbox,https://www.crunchbase.com/organization/dropbox,,https://www.dropbox.com,"Arash Ferdowsi, Drew Houston",For Profit
DISCO,https://www.crunchbase.com/organization/cs-disco,info@csdisco.com,http://www.csdisco.com,"Gabe Krambs, Kent Radford, Kiwi Camara",For Profit
GoodRx,https://www.crunchbase.com/organization/goodrx,info@goodrx.com,https://www.goodrx.com,"Doug Hirsch, Lena Belkor, Scott Marlette, Trevor Bezdek",For Profit
Demandbase,https://www.crunchbase.com/organization/demandbase,info@demandbase.com,http://www.demandbase.com,Chris Golec,For Profit
Together AI,https://www.crunchbase.com/organization/together-1a7e,community@together.xyz,https://www.together.ai,"Ce Zhang, Chris Re, Percy Liang, Vipul Ved Prakash",For Profit
Proofpoint,https://www.crunchbase.com/organization/proofpoint,info@proofpoint.com,http://www.proofpoint.com,"Eric Hahn, Nitin Desai",For Profit
SoundHound,https://www.crunchbase.com/organization/soundhound,pr@soundhound.com,http://www.soundhound.com,"James Hom, Keyvan Mohajer, Majid Emami",For Profit
ShipBob,https://www.crunchbase.com/organization/shipbob,support@shipbob.com,http://www.shipbob.com,"Dhruv Saxena, Divey Gulati, George Wojciechowski, Jivko Bojinov",For Profit
Western Digital,https://www.crunchbase.com/organization/western-digital,investor@wdc.com,https://www.westerndigital.com,"Alvin B. Phillips, Jacob Braun",For Profit
Chewy,https://www.crunchbase.com/organization/mrchewy-com,service@chewy.com,https://www.chewy.com,"Michael Day, Ryan Cohen",For Profit
XRHealth,https://www.crunchbase.com/organization/vrhealth,info@xr.health,http://www.xr.health,Eran Orr,For Profit
Takeda,https://www.crunchbase.com/organization/takeda-pharmaceutical,,http://www.takeda.com,"Bruno Villetelle, Chobei Takeda I",For Profit
Cedar,https://www.crunchbase.com/organization/cedar-0db2,contact@cedar.com,http://www.cedar.com,"Arel Lidow, Florian Otto, Kareem Zaki",For Profit
Sidus Space,https://www.crunchbase.com/organization/sidus-space,info@sidusspace.com,https://www.sidusspace.com,Carol Craig,For Profit
Royal Bank of Canada,https://www.crunchbase.com/organization/royal-bank-of-canada-fb33,Johrenk7@gmail.com,https://www.rbc.com,,For Profit
Cabify,https://www.crunchbase.com/organization/cabify,info@cabify.com,https://cabify.com/es,"Adrian Merino, Brendan Wallace, Francisco Montero, Juan De Antonio, Sam Lown, Vicente Pascual",For Profit
Nile,https://www.crunchbase.com/organization/nile-secure,,https://nilesecure.com,"John Chambers, Pankaj Patel, Sri Hosakote, Suresh Katukam",For Profit
Sweetgreen,https://www.crunchbase.com/organization/sweetgreen,info@sweetgreen.com,http://sweetgreen.com,"Jonathan Neman, Nathaniel Ru, Nicolas Jammet",For Profit
Fi,https://www.crunchbase.com/organization/barking-labs,press@tryfi.com,https://tryfi.com,"Jonathan Bensamoun, Loren Kirkby",For Profit
IFS,https://www.crunchbase.com/organization/ifs,press@ifs.com,http://www.ifs.com,"Bengt Nilsson, Ulf Stern",For Profit
INERATEC,https://www.crunchbase.com/organization/ineratec,info@ineratec.de,https://ineratec.de,"Paolo Piermartini, Philipp Engelkamp, Tim Böltken",For Profit
Glassdoor,https://www.crunchbase.com/organization/glassdoor,info@glassdoor.com,http://glassdoor.com,Tim Besse,For Profit
Rewst,https://www.crunchbase.com/organization/rewst,,https://rewst.io,"Aharon Chernin, Gary Pica",For Profit
Secret Double Octopus,https://www.crunchbase.com/organization/secret-double-octopus,contact@doubleoctopus.com,http://doubleoctopus.com,"Chen Tetelman, Raz Rafaeli, Shimrit Tzur-David, Shlomi Dolev",For Profit
Harbor Health,https://www.crunchbase.com/organization/harbor-health,learn.more@harborhealth.com,https://www.harborhealth.com,,For Profit
Bitpanda,https://www.crunchbase.com/organization/bitpanda,support@bitpanda.com,https://www.bitpanda.com,Paul Klanschek,For Profit
Lambda,https://www.crunchbase.com/organization/lambda-labs,enterprise@lambdalabs.com,https://lambdalabs.com,"Michael Balaban, Stephen Balaban",For Profit
Dave,https://www.crunchbase.com/organization/dave-com,press@dave.com,http://www.Dave.com,"Jason Wilk, John Wolanin, Paras Chitakar",For Profit
Care,https://www.crunchbase.com/organization/care-com,membercare@care.com,http://www.care.com,"Dave Krupinski, Donna Levin, Sheila Marcelo, Zenobia Moochhala",For Profit
DJI,https://www.crunchbase.com/organization/dji,sales@dji.com,http://www.dji.com/,Frank Wang,For Profit
Atlas,https://www.crunchbase.com/organization/atlas-862e,,https://www.atlashxm.com,Richard Hammell,For Profit
Fuzzy,https://www.crunchbase.com/organization/fuzzy,help@yourfuzzy.com,http://www.yourfuzzy.com,"Eric Palm, Zubin Bhettay",For Profit
MicroStrategy,https://www.crunchbase.com/organization/microstrategy,info@microstrategy.com,http://www.microstrategy.com,"Justin Langseth, Michael Saylor, Sanju Bansal",For Profit
Boomi,https://www.crunchbase.com/organization/boomi,apj@boomi.com,http://www.boomi.com,Rick Nucci,For Profit
Check,https://www.crunchbase.com/organization/check-2a75,marketing@checkhq.com,https://www.checkhq.com/,"Andrew Brown, Eric Stromberg, Vivek Patel",For Profit
Cour Pharmaceuticals Development,https://www.crunchbase.com/organization/cour-pharmaceuticals-development,info@courpharma.com,http://courpharma.com,"Brian Bock, Jim Herrmann, John J. Puisis",For Profit
Pliant,https://www.crunchbase.com/organization/pliant-275b,info@getpliant.com,https://www.getpliant.com,"Fabian Terner, Malte Rau",For Profit
Nextracker,https://www.crunchbase.com/organization/nextracker,info@nextracker.com,http://nextracker.com,"Daniel Shugar, Marco Miller",For Profit
Fever,https://www.crunchbase.com/organization/fever,hello@feverup.com,https://www.feverup.com,"Alexandre Perez Casares, Francisco Hein, Ignacio Bachiller, Pep Gomez",For Profit
Razer,https://www.crunchbase.com/organization/razer,kevin.scarpati@razerzone.com,https://www.razer.com,"Min-Liang Tan, Robert Krakoff",For Profit
Harvey,https://www.crunchbase.com/organization/harvey-128b,info@harvey.ai,https://harvey.ai,"Gabriel Pereyra, Winston Weinberg",For Profit
Meituan,https://www.crunchbase.com/organization/meituan,pr@meituan.com,https://www.meituan.com,"Edward Long, Mu Rongjun, Tao Zhang, Wang Huiwen, Xing Wang",For Profit
Omni,https://www.crunchbase.com/organization/omni,hello@omni.co,https://omni.co,"Aaron Wiener, Adam Dexter, Thomas McLeod",For Profit
Vi,https://www.crunchbase.com/organization/lifebeam,info@vi.co,https://www.vi-labs.com,"Omri Yoffe, Zvika Orron",For Profit
StockGro,https://www.crunchbase.com/organization/stockgro,info@stockgro.club,https://www.stockgro.club,"Ajay Lakhotia, Vijay Lakhotia",For Profit
cult.fit,https://www.crunchbase.com/organization/curefit,hello@cure.fit,https://www.cult.fit,"Ankit Nagori, Mukesh Bansal",For Profit
Armory,https://www.crunchbase.com/organization/armory,hello@armory.io,http://www.armory.io,"Ben Mappen, Daniel Odio, Isaac Mosquera",For Profit
Pax8,https://www.crunchbase.com/organization/pax8,info@pax8.com,http://pax8.com,"John Street, Klaus Dimmler",For Profit
PharmEasy,https://www.crunchbase.com/organization/pharm-easy,care@pharmeasy.in,http://pharmeasy.in,"Dharmil Sheth, Dhaval Shah, Mikhil Innani, Siddharth Shah",For Profit
Ryanair,https://www.crunchbase.com/organization/ryanair,,http://www.ryanair.com,"Christopher Ryan, Liam Lonergan, Tony Ryan",For Profit
Headspace,https://www.crunchbase.com/organization/headspace,info@headspace.com,http://www.headspacehealth.com,"Andy Puddicombe, Richard Pierson",For Profit
Nutanix,https://www.crunchbase.com/organization/nutanix,info@nutanix.com,http://www.nutanix.com,"Ajeet Singh, Alphonse Onyeagwa Jr., Bipul Sinha, Dheeraj Pandey, Mohit Aron",For Profit
Tata Capital,https://www.crunchbase.com/organization/tata-capital,contactus@tatacapital.com,http://www.tatacapital.com,"Lynn Davis, Manish Chourasia, Rajiv Sabharwal",For Profit
Kong,https://www.crunchbase.com/organization/konghq,,https://konghq.com,"Augusto ""Aghi"" Marietti, Marco Palladino, Michele Zonca",For Profit
Andreessen Horowitz,https://www.crunchbase.com/organization/andreessen-horowitz,businessplans@a16z.com,http://www.a16z.com,"Ben Horowitz, Marc Andreessen, Michelle V.",For Profit
Foodsmart,https://www.crunchbase.com/organization/zipongo,inquiries@foodsmart.com,http://www.foodsmart.com,Jason Langheier,For Profit
Elephas,https://www.crunchbase.com/organization/elephas-biosciences,,https://elephas.com/,"Jonathan Oliner, Maneesh Arora",For Profit
TELUS,https://www.crunchbase.com/organization/telus,contacto@telus.mx,http://www.telus.com,Mathew George,For Profit
KLOOK,https://www.crunchbase.com/organization/klook,,https://www.klook.com,,For Profit
Withings,https://www.crunchbase.com/organization/withings,,http://www.withings.com,"Cedric Hutchings, Eric Carreel, Fred Potter",For Profit
ConveGenius,https://www.crunchbase.com/organization/convegenius,info@convegeniusglobal.com,http://convegenius.in,"Jairaj Bhattacharya, Shashank Pandey",For Profit
Quadient,https://www.crunchbase.com/organization/neopost,info@quadient.com,https://www.quadient.com,,For Profit
Greenlight,https://www.crunchbase.com/organization/greenlight-com,support@greenlight.com,http://www.greenlight.com,"Johnson Cook, Timothy Sheehan",For Profit
Corbus Pharmaceuticals,https://www.crunchbase.com/organization/corus-pharma,info@corbuspharma.com,http://corbuspharma.com,"Bruce Montgomery, Carlos Virella, Jonathan Mow",For Profit
Bumble,https://www.crunchbase.com/organization/bumble,feedback@team.bumble.com,http://bumble.com,Whitney Wolfe Herd,For Profit
Enbridge,https://www.crunchbase.com/organization/enbridge,info@naturalgasnb.com,http://www.enbridge.com,,For Profit
Stripe,https://www.crunchbase.com/organization/stripe,info@stripe.com,https://www.stripe.com,"John Collison, Patrick Collison",For Profit
IONIX,https://www.crunchbase.com/organization/cyberpion,info@ionix.io,https://www.ionix.io,"Nethanel Gelernter, Ori Engelberg, Ran Nahmias",For Profit
Inhibrx,https://www.crunchbase.com/organization/inhibrx,,http://inhibrx.com,"Brendan Eckelman, Mark Lappe, Quinn Deveraux",For Profit
Sea Machines Robotics,https://www.crunchbase.com/organization/sea-machines-robotics,info@sea-machines.com,http://www.sea-machines.com,Michael Johnson,For Profit
Marathon Digital,https://www.crunchbase.com/organization/marathon-digital-holdings,ir@marathondh.com,https://www.mara.com/,,For Profit
Daytrip,https://www.crunchbase.com/organization/daytrip,daytrip@mydaytrip.com,https://mydaytrip.com,"Jan Prokop, Jiri Svacek, Marketa Blahova, Tomas Turek, Valeriia Pshenychna",For Profit
Weaveworks,https://www.crunchbase.com/organization/weaveworks,help@weave.works,https://www.weave.works/,"Alexis Richardson, Carlos Virella, Matthias Radestock",For Profit
Nauticus Robotics,https://www.crunchbase.com/organization/houston-mechatronics,info@houstonmechatronics.com,https://nauticusrobotics.com,Nicolaus Radford,For Profit
Glovo,https://www.crunchbase.com/organization/glovo-app,,http://www.glovoapp.com,"Gerard Olive, Miguel Vicente, Oscar Pierre, Sacha Michaud",For Profit
Neocis,https://www.crunchbase.com/organization/neocis,info@neocisinc.com,https://www.neocis.com,"Alon Mozes, Juan Salcedo",For Profit
JD.com,https://www.crunchbase.com/organization/jd-com,service@jd.com,http://corporate.jd.com,Richard Liu,For Profit
TPG,https://www.crunchbase.com/organization/texas-pacific-group,ggonder@tpg.com,http://www.tpg.com,"Carlos Virella, Jeffrey A Shaw, Jim Coulter, Kelvin L. Davis, William S. Price",For Profit
Morgan Stanley,https://www.crunchbase.com/organization/morgan-stanley,mediainquiries@morganstanley.com,http://www.morganstanley.com,"Dean G. Witter, Harold Stanley, Henry Sturgis Morgan, Richard S. Reynolds, Vikram Raju, Vincent Lupo",For Profit
PagerDuty,https://www.crunchbase.com/organization/pagerduty,support@pagerduty.com,http://www.pagerduty.com,"Alex Solomon, Andrew Miklas, Baskar Puvanathasan",For Profit
Accent Therapeutics,https://www.crunchbase.com/organization/accent-therapeutics,contactus@accenttx.com.,https://www.accenttx.com/,Robert A. Copeland,For Profit
Invesco,https://www.crunchbase.com/organization/invesco-perpetual,enquiry@invescoperpetual.co.uk,http://www.invesco.com,Charles W. Brady,For Profit
SecurityScorecard,https://www.crunchbase.com/organization/security-scorecard,info@securityscorecard.io,https://securityscorecard.com/,"Aleksandr Yampolskiy, Sam Kassoumeh",For Profit
LeddarTech,https://www.crunchbase.com/organization/leddartech,InvestorRelations@LeddarTech.com,https://investors.leddartech.com/overview/default.aspx,"Marc Tremblay, Yvan Mimeault",For Profit
Calluna Pharma,https://www.crunchbase.com/organization/calluna-pharma,information@callunapharma.com,https://www.callunapharma.com,,For Profit
Rescale,https://www.crunchbase.com/organization/rescale,info@rescale.com,http://www.rescale.com,"Adam McKenzie, Joris Poort",For Profit
Amperity,https://www.crunchbase.com/organization/amperity,,https://amperity.com,"Derek Slager, Kabir Shahani",For Profit
McGrath RentCorp,https://www.crunchbase.com/organization/mcgrath-rentcorp,info@mgrc.com,http://www.mgrc.com,Bob McGrath,For Profit
Core Scientific,https://www.crunchbase.com/organization/core-scientific,press@corescientific.com,https://corescientific.com,"Darin Feinstein, Mike Levitt",For Profit
Thermo Fisher Scientific,https://www.crunchbase.com/organization/thermo-fisher-scientific,,http://www.thermofisher.com,George Hatsopoulos,For Profit
Allbirds,https://www.crunchbase.com/organization/allbirds,help@allbirds.com,https://www.allbirds.com,"Joseph Zwillinger, Tim Brown",For Profit
Natera,https://www.crunchbase.com/organization/natera,info@natera.com,https://www.natera.com/,"Jonathan Sheena, Matthew Rabinowitz",For Profit
Quantexa,https://www.crunchbase.com/organization/quantexa,info@quantexa.com,http://www.quantexa.com,"Imam Hoque, Vishal Marria",For Profit
Current,https://www.crunchbase.com/organization/current-6,support@current.com,https://current.com,Stuart Sopp,For Profit
Sunrun,https://www.crunchbase.com/organization/sunrun,info@sunrun.com,https://www.sunrun.com,"Edward Fenster, Lynn Jurich, Nat Kreamer",For Profit
Welltok,https://www.crunchbase.com/organization/welltok,marketing@welltok.com,http://welltok.com,"Carlos Cardona, Jeff Cohen, Scott Rotermund",For Profit
Vortexa,https://www.crunchbase.com/organization/vortexa,,http://www.vortexa.com,"Etienne Amic, Fabio Kuhn",For Profit
Fetch,https://www.crunchbase.com/organization/fetch-rewards,info@fetchrewards.com,https://business.fetch.com/,"Tyler Kennedy, Wes Schroll",For Profit
Hippocratic AI,https://www.crunchbase.com/organization/hippocratic-ai,press@hippocraticAI.com,https://www.hippocraticai.com,"Alex Miller, Munjal Shah, Vishal Parikh",For Profit
Eventbrite,https://www.crunchbase.com/organization/eventbrite,press@eventbrite.com,http://www.eventbrite.com,"Julia Hartz, Justin Goodin, Kevin Hartz, Renaud Visage",For Profit
Marqeta,https://www.crunchbase.com/organization/marqeta,partner@marqeta.com,https://www.marqeta.com,Jason Gardner,For Profit
0x,https://www.crunchbase.com/organization/0x-project,team@0xproject.com,https://0x.org,"Amir Bandeali, Will Warren",Non-profit
Podcastle,https://www.crunchbase.com/organization/podcastle,support@podcastle.ai,https://podcastle.ai,Artavazd Yeritsyan,For Profit
Metagenomi,https://www.crunchbase.com/organization/metagenomi,info@metagenomi.co,https://www.metagenomi.co,"Brian Thomas, Jillian Banfield",For Profit
Crowdcube,https://www.crunchbase.com/organization/crowdcube,info@crowdcube.com,https://www.crowdcube.com/,"Darren Westlake, Luke Lang, Mac Parish, Oriol Cordón, Pepe Borrell",For Profit
American Airlines,https://www.crunchbase.com/organization/american-airlines,,http://aa.com,,For Profit
Baker Hughes,https://www.crunchbase.com/organization/baker-hughes,,http://www.bakerhughes.com,Lorenzo Simonelli,For Profit
Pismo,https://www.crunchbase.com/organization/pismo,marketing@pismo.io,https://www.pismo.io,"Daniela Binatti, Juliana Motta, Marcelo Parise, Ricardo Josua",For Profit
Sift,https://www.crunchbase.com/organization/sift-science,info@sift.com,http://sift.com,"Brandon Ballinger, Jason Tan",For Profit
Otter.ai,https://www.crunchbase.com/organization/aisense-inc,Support@otter.ai,https://otter.ai,"Sam Liang, Yun Fu",For Profit
F-Tranzacts Group,https://www.crunchbase.com/organization/the-f-tranzacts-group,Loans@FTranzacts-GRP.com,https://www.ftranzacts-grp.com,,For Profit
Vestwell,https://www.crunchbase.com/organization/vestwell,help@vestwell.com,http://vestwell.com,Aaron Schumm,For Profit
CoPilot,https://www.crunchbase.com/organization/copilot-6b98,copilot@copilotsearch.com,https://www.copilotsearch.com/,Pat Ryan,For Profit
